id,start_date,motion:name,motion:number,sources:link:url,motion:document,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present
31871,2014-09-11,k návrhu na úplatné nabytí pozemku parc. č. 5516/25 v kat. území Záběhlice z podílového spoluvlastnictví Petra Jorana (id. 1/2) a Evy Joranové (id. 1/2) do vlastnictví hlavního města Prahy za účelem majetkoprávního vypořádání stavby Spořilovský plácek - vybudování protihlukové stěny,61,Z-2965,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31871,41,pass,39,0,0,63,39
31873,2014-09-11,k návrhu na přidělení dotace v rámci Programu Čistá energie Praha 2014,62,Z-2917,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31873,41,pass,38,0,0,63,38
31875,2014-09-11,"k návrhu na změnu zřizovací listiny příspěvkové organizace Obchodní akademie, Praha 6, Krupkovo náměstí 4",63,Z-2623,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31875,41,pass,35,0,0,63,35
31877,2014-09-11,"k návrhu na změnu zřizovací listiny příspěvkové organizace Základní umělecká škola, Praha 10 - Hostivař, Trhanovské náměstí 8",64,Z-2814,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31877,41,pass,34,0,0,63,34
31879,2014-09-11,"k návrhu na změnu zřizovací listiny příspěvkové organizace Střední odborné učiliště obchodní, Praha 2, Belgická 29",65,Z-2810,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31879,41,pass,38,0,0,63,38
31881,2014-09-11,"k návrhu na změnu zřizovací listiny příspěvkové organizace Střední odborná škola pro administrativu Evropské unie, Praha 9, Lipí 1911",66,Z-2644,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31881,41,pass,38,0,0,63,38
31883,2014-09-11,"k návrhu na úpravu rozpočtu běžných výdajů v kap. 0416 na rok 2014 u škol, zřizovaných městskými částmi hlavního města Prahy",67,Z-2734,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31883,41,pass,39,0,0,63,39
31885,2014-09-11,"k návrhu na úpravu rozpočtu běžných výdajů v kap. 0416 na rok 2014 u škol, jejichž zřizovatelem jsou městské části hlavního města Prahy",68,Z-2834,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31885,41,pass,35,0,0,63,35
31887,2014-09-11,k Výroční zprávě o realizaci protidrogové politiky hlavního města Prahy za rok 2013,69,Z-2776,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31887,41,pass,38,0,0,63,38
31889,2014-09-11,k návrhu Akčního plánu protidrogové politiky hlavního města Prahy na období 2014 až 2016,70,Z-2704,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31889,41,pass,38,0,1,63,39
31891,2014-09-11,k úplatnému převodu pozemků z vlastnictví hl.m. Prahy do vlastnictví majitelů staveb postavených v rámci legislativy družstevní bytové výstavby platné do roku 1991,71,Z-2740,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31891,41,pass,42,0,0,63,42
31893,2014-09-11,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31893,41,pass,41,0,1,63,42
31895,2014-09-11,k návrhu na změnu zřizovací listiny příspěvkové organizace hl. m. Prahy Dětský domov Charlotty Masarykové,72,Z-2789,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31895,41,pass,40,0,0,63,40
31897,2014-09-11,k návrhu na změnu zřizovací listiny příspěvkové organizace hl. m. Prahy Domov se zvláštním režimem Krásná Lípa,73,Z-2780,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31897,41,pass,37,0,0,63,37
31899,2014-09-11,k návrhu na změnu zřizovací listiny příspěvkové organizace hl. m. Prahy Domov pro osoby se zdravotním postižením Sulická,74,Z-2514,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31899,41,pass,36,0,0,63,36
31901,2014-09-11,k návrhu na změnu zřizovací listiny příspěvkové organizace hl. m. Prahy Domov pro osoby se zdravotním postižením Leontýn,75,Z-2913,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31901,41,pass,38,0,0,63,38
31903,2014-09-11,k návrhu na změnu zřizovací listiny příspěvkové organizace hl. m. Prahy Domov pro seniory Ďáblice,76,Z-2915,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31903,41,pass,36,0,0,63,36
31905,2014-09-11,"k návrhu prodeje bytových domů, zastavěných a funkčně příslušných pozemků dle Pravidel postupu při prodeji bytových jednotek, bytových domů, zastavěných a funkčně souvisejících pozemků ve vlastnictví hlavního města Prahy",77,Z-2828,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31905,41,pass,38,0,0,63,38
31907,2014-09-11,k návrhu na poskytnutí účelových dotací na podporu realizace projektů v oblasti řešení problematiky bezdomovectví městským částem hl.m. Prahy v roce 2014,78,Z-2801,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31907,41,pass,39,0,0,63,39
31909,2014-09-11,k úpravě rozpočtu hl. m. Prahy za účelem financování projektu z Operačního programu Praha - Adaptabilita v roce 2014,79,Z-2860,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31909,41,pass,37,0,1,63,38
31911,2014-09-11,"k individuálnímu komplexnímu projektu odboru školství, mládeže a sportu MHMP předloženému v rámci Operačního programu Praha - Adaptabilita",80,Z-2919,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31911,41,pass,36,0,0,63,36
31913,2014-09-11,"ke schválení projektů v rámci 11.výzvy Operačního programu Praha - Konkurenceschopnost, oblast podpory 1.1 Podpora ekologicky příznivé povrchové veřejné dopravy",81,Z-2942,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31913,41,pass,38,0,0,63,38
31915,2014-09-11,"ke schválení projektů v rámci 13. výzvy Operačního programu Praha - Konkurenceschopnost, oblast popory 1.2 Rozvoj a dostupnost ICT služeb",82,Z-2929,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31915,41,pass,36,0,0,63,36
31917,2014-09-11,"ke schválení projektů v rámci 13. výzvy Operačního programu Praha - Konkurenceschopnost, oblast podpory 2.1 Revitalizace a ochrana území",83,Z-2943,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31917,41,pass,34,0,0,63,34
31919,2014-09-11,"k prominutí odvodů a penále za porušení rozpočtové kázně dle zákona č. 250/2000 Sb., o rozpočtových pravidlech územních rozpočtů, ve znění pozdějších předpisů",84,Z-2950,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31919,41,pass,36,0,1,63,37
31921,2014-09-11,"k návrhu dodatku č. 1 k Nájemní smlouvě spojené se smlouvou o budoucí kupní smlouvě č. NAP/21/05/005544/2011 ze dne 14.9. 2011, uzavřené mezi Hlavním městem Prahou a paní Annou Sekáčkovou",85,Z-2837,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31921,41,pass,34,0,1,63,35
31923,2014-09-11,"k revokaci usnesení Zastupitelstva HMP č.10/51 ze dne 4.11.2011 k návrhu na úplatný převod pozemků parc.č. 3146/11 o výměře 195 m2 a parc.č. 3147/10 o výměře 246 m2, oba v k. ú. Krč z vlastnictví hl. m. Prahy do vlastnictví společnosti Rent-Pharm, a.s.",86,Z-2509,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31923,41,pass,35,0,2,63,37
31925,2014-09-11,"k revokaci usnesení Zastupitelstva HMP č.9/61 ze dne 15.9.2011 k návrhu na úplatné převody částí pozemku parc.č. 434/2 - odděleny a nově označeny dle GP č. 498-83/2009 ze dne 10.3.2009 jako pozemek parc.č. 434/44 (639 m2), parc.č. 434/45 (462 m2), parc.č. 434/46 (492 m2), parc.č. 434/47 (515 m2), parc.č. 434/49 (586 m2), parc.č. 434/50 (624 m2), parc.č. 434/51 (643 m2), parc.č. 434/54 (701 m2), parc.č. 434/55 (718 m2), parc.č. 434/57 (779 m2), parc.č. 434/59 (787 m2), parc.č. 434/60 (904 m2), parc.č. 434/62 (1.076 m2), parc.č. 434/63 (1.161 m2), parc.č. 434/64 (1.227 m2), parc.č. 434/66 (1.208 m2), parc.č. 434/68 (1.194 m2), parc.č. 434/69 (1.230 m2), vše v k.ú. Motol z vlastnictví hl. m. Prahy do vlastnictví fyzických osob, do podílového spoluvlastnictví fyzických osob a do podílového spoluvlastnictví právnických osob",87,Z-2393,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31925,41,pass,33,0,4,63,37
31927,2014-09-11,k návrhu na majetkoprávní vypořádání pozemku parc. č. 440/2 k.ú. Hrdlořezy,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31927,41,fail,31,0,5,63,36
31929,2014-09-11,k návrhu na schválení uzavření smluv o zřízení služebnosti umístění kabelového vedení a stožárů veřejného osvětlení,88,Z-2961,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31929,41,pass,37,0,1,63,38
31931,2014-09-11,k návrhu na úplatný převod budovy č.p. 389 v k.ú. Hostavice,89,Z-1876,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31931,41,pass,36,0,1,63,37
31933,2014-09-11,k návrhu na úplatný převod pozemku parc.č. 8/17 v k.ú. Nedvězí u Říčan z vlastnictví hl. m. Prahy do vlastnictví Romana a Soni Rejmánkových,90,Z-2176,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31933,41,pass,35,0,2,63,37
31935,2014-09-11,"k návrhu na úplatný převod pozemku parc. č. 4241/11 a částí pozemku parc. č. 4184/6, oba v k.ú. Strašnice",91,Z-2606,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31935,41,pass,36,0,2,63,38
31937,2014-09-11,k návrhu úplatného převodu pozemku parc. č. 221/10 k.ú. Černý Most,92,Z-2627,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31937,41,pass,35,0,4,63,39
31939,2014-09-11,"k návrhu na úplatný převod pozemků parc. č. 846/3 o výměře 7 m2 a parc. č. 1046/3 o výměře 38 m2, oba v k. ú. Hodkovičky, obec Praha, z vlastnictví hl. m. Prahy do podílového spoluvlastnictví ideální 1/2 nemovitostí Oldřicha Železníka a 1/2 nemovitostí Jany Železníkové",93,Z-2584,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31939,41,pass,36,0,2,63,38
31941,2014-09-11,"k návrhu na úplatný převod pozemků parc.č. 2539/6 a parc.č. 2540/23, k.ú. Hostivař z vlastnictví hl. m. Prahy do vlastnictví společnosti PRAKAB PRAŽSKÁ KABELOVNA, s.r.o., IČO 438 73 189",94,Z-2700,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31941,41,pass,36,0,1,63,37
31943,2014-09-11,k návrhu na úplatný převod pozemku parc.č. 1522/1 a částí pozemku parc.č. 1521/1 vše v k. ú. Šeberov,95,Z-2521,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31943,41,pass,35,0,2,63,37
31945,2014-09-11,k návrhu na úplatný převod pozemku parc. č. 1795/23 v k.ú. Libeň,96,Z-2541,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31945,41,pass,36,0,2,63,38
31947,2014-09-11,"k návrhu na úplatný převod pozemku parc.č. 859/15, k.ú. Ruzyně",97,Z-2581,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31947,41,pass,35,0,2,63,37
31949,2014-09-11,k návrhu na úplatný převod zastavěného pozemku parc. č. 2031/46 v k.ú. Chodov z vlastnictví hl.m. Prahy do vlastnictví společnosti TERMOCOM s.r.o.,98,Z-2766,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31949,41,pass,35,0,2,63,37
31951,2014-09-11,k návrhu na úplatný převod pozemku parc. č. 3042/14 k.ú. Nusle o výměře 26 m2,99,Z-2797,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31951,41,pass,35,0,2,63,37
31953,2014-09-11,"k návrhu na úplatný převod pozemku parc. č. 582/2, k.ú. Horní Měcholupy",100,Z-2786,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31953,41,pass,35,0,2,63,37
31955,2014-09-11,k návrhu na úplatný převod zastavěného pozemku parc.č. 1208/11 o výměře 802 m2 v kat. území Háje z vlastnictví hl.m. Prahy do vlastnictví společnosti SQUASHPOINT a.s.,101,Z-2557,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31955,41,pass,35,0,2,63,37
31957,2014-09-11,"k návrhu na úplatný převod pozemku parc.č. 1614/4, k.ú. Dejvice",102,Z-2770,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31957,41,pass,36,0,2,63,38
31959,2014-09-11,k návrhu na úplatný převod pozemku parc. č. 1162/17 k.ú. Troja,103,Z-2816,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31959,41,pass,36,0,3,63,39
31961,2014-09-11,k návrhu na úplatný převod pozemku parc. č. 760/4 k.ú. Strašnice,104,Z-2600,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31961,41,pass,36,0,3,63,39
31963,2014-09-11,"k návrhu na úplatný převod pozemku parc.č. 1293/896 v k.ú. Řepy z vlastnictví hl. m. Prahy do vlastnictví společnosti Obchod a služby - Petr Lín, s.r.o., IČO 480 27 057",105,Z-2809,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31963,41,pass,37,0,2,63,39
31965,2014-09-11,"k návrhu na úplatný převod pozemků parc. č. 1544/1, parc. č. 1544/4, parc. č. 1544/5, parc. č. 1544/11, parc. č. 1544/12 a parc. č. 1544/13, vše v k.ú. Strašnice o celkové výměře 4.618 m2",106,Z-2751,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31965,41,pass,35,0,4,63,39
31967,2014-09-11,"k návrhu na úplatný převod pozemků parc.č. 2869/203 a parc.č. 2869/204 v k.ú. Krč z vlastnictví hlavního města Prahy do vlastnictví společnosti BM JEHLIČÍ s.r.o., IČO: 24793230",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31967,41,fail,28,1,7,63,36
31969,2014-09-11,"k návrhu na úplatný převod pozemků parc. č. 3287/1 o výměře 780 m2, parc. č. 3287/2 o výměře 87 m2, parc. č. 3287/3 o výměře 16 m2 a parc. č. 3287/4 o výměře 17 m2 v kat. území Libeň",107,Z-2858,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31969,41,pass,37,0,2,63,39
31971,2014-09-11,"k návrhu na úplatný převod pozemků parc. č. 4009/2, parc. č. 4017/2, parc. č. 4017/3, parc. č. 4017/5, parc. č. 4017/6 a části pozemku parc. č. 4017/1 vše k.ú. Vinohrady",108,Z-2759,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31971,41,pass,32,0,6,63,38
31973,2014-09-11,k návrhu na úplatný převod části pozemku parc. č. 1518/8 a části pozemku parc. č. 1473 o celkové výměře 809 m2 vše v k.ú. Jinonice,109,Z-2688,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31973,41,pass,36,0,2,63,38
31975,2014-09-11,k návrhu na úplatný převod části pozemku parc. č. 1703 o výměře 48 m2 k.ú. Troja,110,Z-1569,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31975,41,pass,37,0,2,63,39
31977,2014-09-11,"k návrhu na úplatný převod části pozemku parc.č. 2117/416, dle GP č. 3419-232/2013 ze dne 6.3.2013 oddělené a nově označené jako pozemek parc.č. 2117/440 o výměře 230 m2 v kat. území Chodov z vlastnictví hl.m. Prahy do vlastnictví paní Bc. Petry Štočkové a pana Ing. Jaroslava Štočka",111,Z-2555,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31977,41,pass,38,0,2,63,40
31979,2014-09-11,"k návrhu na úplatný převod části pozemku parc.č. 1995, k.ú. Dejvice",112,Z-2569,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31979,41,pass,35,1,4,63,40
31981,2014-09-11,"k návrhu na úplatný převod části pozemku parc.č. 3065/1, k.ú. Dejvice",113,Z-2583,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31981,41,pass,33,0,3,63,36
31983,2014-09-11,"k návrhu na úplatný převod pozemku parc.č. 2513/199, k.ú. Dejvice",114,Z-2659,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31983,41,pass,37,0,2,63,39
31985,2014-09-11,"k návrhu na úplatný převod částí pozemku parc.č. 1263/31, k.ú. Kolovraty",115,Z-2701,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31985,41,pass,36,0,2,63,38
31987,2014-09-11,"k návrhu na úplatný převod části pozemku parc. č. 191/1 a části pozemku parc. č. 192/2, oba v k.ú. Nusle",116,Z-2798,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31987,41,pass,38,0,1,63,39
31989,2014-09-11,"k návrhu na úplatný převod části pozemku parc. č. 357 v k.ú. Hodkovičky, obec Praha o výměře 85 m2",117,Z-2769,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31989,41,pass,36,0,2,63,38
31991,2014-09-11,"k návrhu na úplatný převod částí pozemků parc. č. 2099, parc. č. 2100 a parc. č. 3823/1 v kat. území Libeň",118,Z-2695,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31991,41,pass,36,0,1,63,37
31993,2014-09-11,"k návrhu na úplatný převod části pozemku parc.č. 827/1, k.ú. Ruzyně z vlastnictví hl. m. Prahy do podílového spoluvlastnictví Mgr. Kateřiny Kosové a Niny Skryjové",119,Z-2771,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31993,41,pass,38,0,2,63,40
31995,2014-09-11,k návrhu na úplatný převod části pozemku parc. č. 1114/12 o výměře 381 m2 v k.ú. Smíchov,120,Z-2807,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31995,41,pass,37,1,1,63,39
31997,2014-09-11,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55//2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městským částem Praha 3, Praha 4, Praha 6, Praha 10, Praha 15, Praha – Újezd, Praha - Velká Chuchle a Praha - Zličín",121,Z-2863,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31997,41,pass,39,0,0,63,39
31999,2014-09-11,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hlavního města Prahy městským částem Praha 1, Praha 2, Praha 6, Praha 11, Praha 12, Praha – Koloděje a Praha – Velká Chuchle",122,Z-2864,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=31999,41,pass,38,0,0,63,38
