"identifier","start_date","motion:name","motion:number","sources:link:url","motion:document","legislative_session_id","result","counts:option:yes","counts:option:no","counts:option:abstain","number_of_people","present"
"22098","2007-10-25","Aktualizace Koncepce kulturní politiky hl.m. Prahy a Grantové politiky hl.m. Prahy v oblasti kultury a umění (usnesení k Z-411)","30","411","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22098","10","pass","57","0","8","68","65"
"22191","2007-10-25","Návrh na úplatný převod pozemku parc.č. 4597/4 souvisejícího s bytovým domem č.p. 3083 v k.ú. Smíchov z vlastnictví hl.m. Prahy do vlastnictví U KLIM, bytové družstvo, U Klimentky 3083/3, Praha 5 (usnesení k Z-260)","31","260","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22191","10","pass","50","0","0","68","50"
"22192","2007-10-25","Návrh na úplatný převod pozemku parc.č. 2489 zastavěného bytovým domem čp. 1312, v k.ú. Chodov z vlastnictví hl.m. Prahy do vlastnictví Družstva nájemníků domu Jažlovická 9 a 11 se sídlem Jažlovická 1313/11, Praha 4 (usnesení k Z-259)","32","259","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22192","10","pass","50","0","0","68","50"
"22193","2007-10-25","Návrh na úplatný převod pozemků parc.č. 2519/76 a parc.č. 2519/141, oba k.ú. Dejvice, souvisejících s domem čp. 2378, k.ú. Dejvice z vlastnictví hl.m. Prahy panu Jiřímu Dlabačovi (usnesení k Z-378)","33","378","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22193","10","pass","53","0","0","68","53"
"22194","2007-10-25","Návrh na úplatný převod pozemků parc.č. 4184/15,38,42,45, k.ú. Dejvice z vlastnictví hl.m. Prahy vlastníku domu čp. 2428 (usnesení k Z-347)","34","347","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22194","10","pass","52","0","0","68","52"
"22195","2007-10-25","Návrh na úplatný převod pozemků parc.č. 2530/38 a 2530/43, k.ú. Dejvice, související s bytovým domem čp. 2413 z vlastnictví hl.m. Prahy do vlastnictví Ing. Bohuslava Růny (usnesení k Z-367)","35","367","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22195","10","pass","52","0","0","68","52"
"22196","2007-10-25","Návrh na úplatný převod pozemků parc.č. 2530/37 a 2530/42, v k.ú. Dejvice, souvisejících s bytovým domem čp. 2412 z vlastnictví hl.m. Prahy do SJM Ing. Daniela Dvořáka a Dany Dvořákové (usnesení k Z-348)","36","348","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22196","10","pass","52","0","0","68","52"
"22197","2007-10-25","Návrh na úplatný převod pozemků k.ú. Dejvice, parc.č. 2519/58,143 souvisejících s domem čp. 2387 z vlastnictví hl.m. Prahy do SJM Bedřicha Žerta a Jiřiny Žertové (usnesení k Z-427)","37","427","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22197","10","pass","52","0","0","68","52"
"22198","2007-10-25","Návrh na úplatný převod pozemků parc.č. 4130/18,19,20 zastavěných bytovými domy a pozemku pro ukládání nádob na směsný odpad parc.č. 4400/374, vše v k.ú. Modřany z vlastnictví hl.m. Prahy do vlastnictví Bytového družstva Modřany 3101-3103, se sídlem Botevova 3103/17, Praha 4 - Modřany (usnesení k Z-251)","38","251","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22198","10","pass","55","0","0","68","55"
"22199","2007-10-25","Návrh úplatného převodu pozemků z vlastnictví hl.m. Prahy do vlastnictví majitelů staveb postavených v rámci legislativy družstevní bytové výstavby platné do roku 1991 (usnesení k Z-252)","39","252","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22199","10","pass","54","0","0","68","54"
"22200","2007-10-25","Návrh na nabytí vlastnictví pozemku parc.č. 3424/4 v k.ú. Chodov darováním, z podílového spoluvlastnictví Ing. Ondřeje Čapka a RNDr. Věry Maňasové do vlastnictví hl.m. Prahy (usnesení k Z-361)","40","361","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22200","10","pass","51","0","0","68","51"
"22201","2007-10-25","Návrh na úplatné nabytí vlastnictví pozemků parc.č. 5928/5, parc.č. 5929/4 a 6, parc.č. 5930/2 v k.ú. Záběhlice z podílového spoluvlastnictví Tomáše Kuchyňky, Jiřiny Skopcové, Růženy Kittlerové do vlastnictví hl.m. Prahy (usnesení k Z-429)","41","429","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22201","10","pass","52","0","0","68","52"
"22208","2007-10-25","Návrh na úplatné nabytí vlastnictví pozemků v k.ú Radotín, parc.č. 1108/158,163, odděleného z pozemku vedeného ve zjednodušené evidenci parc.č. EN 1113 na základě GP č. 1659-45/2006, ze spoluvlastnictví Jiřího Záruby (podíl 1/2) a Josefa Záruby (podíl 1/2) do vlastnictví hl.m. Prahy (usnesení k Z-428)","42","428","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22208","10","pass","53","0","0","68","53"
"22202","2007-10-25","Návrh na úplatné nabytí vlastnictví pozemků v k.ú. Kyje z vlastnictví Václava Vrány do vlastnictví hl.m Prahy (usnesení k Z-379)","43","379","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22202","10","pass","56","0","0","68","56"
"22203","2007-10-25","Návrh na bezúplatné nabytí vlastnictví pozemku parc.č. 242/3 v k.ú. Sobín z vlastnictví Středočeského kraje do vlastnictví hl.m. Prahy (usnesení k Z-426)","44","426","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22203","10","pass","55","0","0","68","55"
"22204","2007-10-25","Návrh na změnu zřizovacích listin příspěvkových organizací v hl.m. Prahy v působnosti SOC MHMP (usnesení k Z-419)","45","419","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22204","10","pass","39","8","9","68","56"
"22205","2007-10-25","Návrh na schválení grantů hl.m. Prahy vlastníkům památkově významných staveb a objektů v roce 2007 – II. kolo (usnesení k Z-384)","46","384","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22205","10","pass","53","0","0","68","53"
"22209","2007-10-25","Návrh změn zřizovacích listin příspěvkových organizací zřízených hl.m.Prahou v působnosti člena Rady hl.m. Prahy pro oblast kultury, památkové péče a volného času (usnesení k Z-326A)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22209","10","pass","55","0","0","68","55"
"22206","2007-10-25","Návrh na změnu zřizovací listiny příspěvkové organizace Galerie hl.m. Prahy (usnesení k Z-337)","48","337","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22206","10","pass","57","0","0","68","57"
"22207","2007-10-25","Návrh na navýšení finančních prostředků na zajištění provozu Národního památníku hrdinů heydrichiády – místo smíření (usnesení k Z-203)","49","203","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22207","10","pass","54","0","0","68","54"
"22210","2007-10-25","Návrh na přerozdělení účelové neinvestiční dotace ze státního rozpočtu z Ministerstva kultury určené na Program regenerace městských památkových rezervací a městských památkových zón v roce 2007 (usnesení k Z-345)","50","345","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22210","10","pass","53","0","0","68","53"
"22211","2007-10-25","Návrh na uvolnění finančních prostředků z rozpočtu hl.m.Prahy na rok 2007 z kapitoly 06  formou účelové dotace městským částem (usnesení k Z-415)","51","415","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22211","10","pass","54","0","0","68","54"
"22212","2007-10-25","Návrh na sloučení příspěvkové organizace Ústav dopravního inženýrství hl.m. Prahy Bolzanova 1615/1, Praha 1-Nové Město s příspěvkovou organizací Technická správa komunikací hl.m. Prahy (usnesení k Z-399)","52","399","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22212","10","pass","49","2","7","68","58"
"22213","2007-10-25","Návrh na bezúplatný převod majetku – pozemních komunikací, které tvoří část silničního okruhu v rozsahu staveb 411, 418 a 518 z vlastnictví hl.m. Prahy do vlastnictví ČR – Ředitelství silnic a dálnic ČR se sídlem Na Pankráci 546/56, Praha 4 (usnesení k Z-420)","53","420","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22213","10","pass","53","0","0","68","53"
"22214","2007-10-25","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 6/45 ze dne 26.4.2007 k návrhu na úplatné nabytí pozemků Miličovského lesa v k.ú. Újezd u Průhonic, Křeslice a Petrovice  z podílového spoluvlastnictví Milady Hrachové, Milady Kovářové, Marie Ouředníkové, Stanislavy Schusové a Petra Schuse za  (usnesení k Z-382 - zmatečné)","54","382","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22214","10","fail","11","0","2","68","13"
"22215","2007-10-25","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 6/45 ze dne 26.4.2007 k návrhu na úplatné nabytí pozemků Miličovského lesa v k.ú. Újezd u Průhonic, Křeslice a Petrovice  z podílového spoluvlastnictví Milady Hrachové, Milady Kovářové, Marie Ouředníkové, Stanislavy Schusové a Petra Schuse za  (usnesení k Z-382)","54","382","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22215","10","pass","43","0","12","68","55"
"22216","2007-10-25","Návrh personálních změn ve výborech ZHMP (usnesení)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22216","10","pass","48","0","3","68","51"
"22148","2007-11-29","11. zasedání (návrhový výbor)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22148","11","pass","66","0","0","68","66"
"22149","2007-11-29","11. zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22149","11","fail","26","17","25","68","68"
"22150","2007-11-29","11. zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22150","11","fail","22","12","34","68","68"
"22151","2007-11-29","11. zasedání (schválení programu)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22151","11","pass","63","0","5","68","68"
"22162","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22162","11","fail","17","28","23","68","68"
"22163","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22163","11","fail","25","13","29","68","67"
"22164","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22164","11","fail","21","12","35","68","68"
"22165","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22165","11","fail","20","30","15","68","65"
"22166","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22166","11","fail","21","18","29","68","68"
"22217","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22217","11","fail","24","11","33","68","68"
"22218","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22218","11","fail","11","12","44","68","67"
"22227","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22227","11","fail","24","37","6","68","67"
"22228","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (protinávrh k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22228","11","fail","8","39","19","68","66"
"22229","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (usnesení k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22229","11","pass","62","0","5","68","67"
"22230","2007-11-29","Konečný návrh rozpočtu vlastního hlavního města Prahy na rok 2008, dotačních vztahů k městským částem hlavního města Prahy na rok 2008 a rozpočtového výhledu do r. 2013 (usnesení k Z-453)","1","453","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22230","11","pass","52","5","11","68","68"
"22231","2007-11-29","Návrh na změnu části půjčky poskytnuté MČ Praha - Dolní Počernice na akci JPD 2 - ""Rek.kultur.centr.Dol.Počer. a P 14"" na dotaci z rozpočtu hlavního města Prahy (usnesení k Z-457)","2","457","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22231","11","pass","47","0","0","68","47"
"22232","2007-11-29","Návrh na úpravu rozpočtu hl.m. Prahy v souvislosti s dodatečnými přiznáními k dani z příjmů právnických osob hl.m. Prahy a s poskytnutím neinvestiční dotace městským částem (usnesení k Z-304)","3","304","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22232","11","pass","49","0","0","68","49"
"22233","2007-11-29","Návrh úpravy rozpočtu v kapitole 06 (usnesení k Z-501)","4","501","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22233","11","pass","52","0","0","68","52"
"22234","2007-11-29","Návrh na změnu účelu investiční dotace poskytnuté z rozpočtu hl.m. Prahy MČ Praha 10 na základě usnesení ZHMP č. 5/37 ze dne 22.3.2007 (usnesení k Z-416)","5","416","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22234","11","pass","56","0","0","68","56"
"22235","2007-11-29","Návrh na změnu účelu a charakteru účelových finančních prostředků poskytnutých z rozpočtu hl.m. Prahy v roce 2006 MČ Praha 12 (usnesení k Z-467)","6","467","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22235","11","pass","55","0","0","68","55"
"22236","2007-11-29","Návrh na poskytnutí neinvestičního transferu obecně prospěšné společnosti PRAHA OLYMPIJSKÁ o.p.s. (usnesení k Z-430)","7","430","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22236","11","pass","45","11","5","68","61"
"22237","2007-11-29","Návrh na stanovení paušální hodinové částky pro poskytování náhrady výdělku ušlého v souvislosti s výkonem funkce neuvolněného člena Zastupitelstva hl.m. Prahy (usnesení k Z-431)","8","431","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22237","11","pass","57","0","4","68","61"
"22238","2007-11-29","Návrh obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 24/2003 Sb. hl. m. Prahy, o místním poplatku za užívání veřejného prostranství (usnesení k Z-320)","9","320","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22238","11","pass","58","0","0","68","58"
"22239","2007-11-29","Návrh na úplatné nabytí vlastnictví k pozemkům v k.ú. Hostivař, Řepy, Vokovice a Vinoř z vlastnictví ČR s právem hospodaření s majetkem státu pro Státní statek hl.m. Prahy „v likvidaci“ do vlastnictví hl.m. Prahy  (usnesení k Z-368)","10","368","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22239","11","pass","58","0","0","68","58"
"22240","2007-11-29","Návrh na poskytnutí účelové investiční dotace Městské části Praha - Kunratice (usnesení k Z-543)","11","543","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22240","11","pass","62","0","1","68","63"
"22241","2007-11-29","Návrh na poskytnutí účelové investiční dotace Městské části  Praha 11 a Městské části Praha - Klánovice (usnesení k Z-509)","12","509","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22241","11","pass","61","0","1","68","62"
"22242","2007-11-29","Návrh na reálné rozdělení pozemku parc.č. 1359/1 o výměře 1196 m2 v k.ú. Michle v podílovém spoluvlastnictví 7/8 hl.m. Prahy a 1/8 Staveb silnic a železnic a.s., zřízení věcného břemene chůze a jízdy přes pozemek parc.č. 1359/1 a bezúplatného nabytí dvou garáží z vlastnictví  Stavby  silnic  a  žele (usnesení k Z-442)","13","442","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22242","11","pass","60","0","2","68","62"
"22246","2007-11-29","Návrh na využití předkupního práva ke spoluvlastnickým podílům pozemku parc.č. 1631/1 v k.ú. Hloubětín z vlastnictví Marie Velingerové (podíl 3/48) a Petra Vichra (podíl 3/48) do vlastnictví hl.m. Prahy (usnesení k Z-523)","14","523","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22246","11","pass","58","1","2","68","61"
"22247","2007-11-29","Návrh směny pozemků parc. č. 2014/265 o výměře 154 m2, parc. č. 2014/266 o výměře 117 m2, parc. č. 2014/267 o výměře 497 m2 a  parc. č. 2014/270 o výměře 837 m2, v k.ú. Chodov, ve vlastnictví Martina Hejtmánka, bytem Proutěná 377/16, 149 00 Praha 11 za pozemek 2014/371  o výměře  2420 m2, v k.ú. Cho (usnesení k Z-517)","15","517","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22247","11","pass","57","2","4","68","63"
"22248","2007-11-29","Návrh  na  úplatný  převod  objektu  bez  č.p. a  pozemku parc.č. 3835/29 o výměře 1924 m2 v k.ú. Modřany společnosti LOGISTIK REAL, a.s. (usnesení k Z-487)","16","487","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22248","11","pass","59","0","0","68","59"
"22249","2007-11-29","Návrh na schválení úplatného převodu části pozemku parc.č. 417/2, nově označené jako pozemek parc.č. 417/8 o výměře 523 m2 v k.ú. Holešovice z vlastnictví hl.m. Prahy do vlastnictví společnosti ONYX company, s.r.o. (usnesení k Z-494)","17","494","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22249","11","pass","58","1","2","68","61"
"22250","2007-11-29","Návrh na úplatný převod části pozemku parc.č. 1353/1 o výměře 188 m2 v k.ú. Troja z vlastnictví hl.m. Prahy do vlastnictví p.Jana Marouška (usnesení k Z-493)","18","493","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22250","11","pass","58","2","1","68","61"
"22251","2007-11-29","Návrh na schválení úplatného převodu pozemku parc.č. 41973 o výměře 74 m2 a pozemku parc.č. 4197/4 o výměře 105 m2 v k.ú. Smíchov z vlastnictví hl.m. Prahy do vlastnictví společnosti BOOM TOWN, a.s. (usnesení k Z-009)","19","009","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22251","11","pass","59","2","1","68","62"
"22252","2007-11-29","Návrh úplatného převodu pozemku parc. č. 1072/187 o výměře 132 m2 v k.ú. Hloubětín z vlastnictví hl.m. Prahy do vlastnictví společnosti Bydlení Hloubětín s.r.o. (usnesení k Z-254)","20","254","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22252","11","pass","62","0","0","68","62"
