"identifier","start_date","motion:name","motion:number","sources:link:url","motion:document","legislative_session_id","result","counts:option:yes","counts:option:no","counts:option:abstain","number_of_people","present"
"21537","2006-12-21","Usnesení k návrhu na úpravu rozpočtu v kapitole 02 - městská infrastruktura na rok 2006 (usnesení k Z-800)","25","800","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21537","2","pass","43","0","13","68","56"
"21612","2006-12-21","Návrh na úplatné nabytí pozemků parc.č. 2373/15 o výměře 212 m2 a 2481/11 o výměře 132 m2 (původně součást PK 810) oba k.ú. Kunratice  z podílového   spoluvlastnictví pana Václava Krumra a paní Hany Pelantové do vlastnictví hl.m. Prahy (usnesení k Z-793)","26","793","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21612","2","pass","49","0","4","68","53"
"21645","2006-12-21","Návrh na úplatné nabytí pozemku parc.č. 1280/3 (dříve PK 95/1) k.ú. Běchovice o výměře 16 070 m2 z podílového spoluvlastnictví paní Jaroslavy Pilařové, paní Markéty Dusilové a pana Jaroslava Soustružníka do vlastnictví hl.m. Prahy (usnesení k Z-852)","27","852","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21645","2","pass","48","0","8","68","56"
"21646","2006-12-21","Návrh na poskytnutí neinvestiční dotace partnerům projektů odboru školství MHM P z podpory JPD pro Cíl 3 (JPD 3) regionu NUTS II. hl.m. Praha (usnesení k Z-702)","28","702","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21646","2","pass","50","0","0","68","50"
"21538","2006-12-21","Návrh na navýšení rozpočtu vlastního hl.m.Prahy v roce 2006  o neinvestiční dotaci ze státního rozpočtu z MŠMT (usnesení k Z-145)","29","145","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21538","2","pass","52","0","1","68","53"
"21521","2006-12-21","Návrh na navýšení rozpočtu vlastního hl.m.Prahy v roce 2006  o neinvestiční dotaci ze státního rozpočtu z MŠMT (usnesení k Z-804)","30","804","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21521","2","pass","54","1","0","68","55"
"21522","2006-12-21","Usnesení k úpravě rozpočtu na rok 2006 v kapitole 04 (usnesení k Z-799)","31","799","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21522","2","pass","50","0","0","68","50"
"21523","2006-12-21","Usnesení k vyúčtování výsledků hospodaření Obchodní akademie, Praha 4, Svatoslavova 333, za roky 2004 a 2005 (usnesení k Z-719)","32","719","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21523","2","pass","54","0","0","68","54"
"21647","2006-12-21","Návrh změny zřizovací listiny příspěvkové organizace Střední škola, Základní škola a Mateřská škola pro sluchově postižené, Praha 5, Výmolova 169 (usnesení k Z-703)","33","703","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21647","2","pass","47","0","0","68","47"
"21648","2006-12-21","Návrh změny zřizovací listiny příspěvkové organizace „Základní škola pro žáky se specifickými poruchami chování“, Praha 5, Na Zlíchova 19 (usnesení k Z-761)","34","761","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21648","2","pass","54","0","0","68","54"
"21649","2006-12-21","Návrh na určení zástupců a náhradníků za zástupce hl.m. Prahy na valných hromadách akciových společností, ve kterých má hl.m. Praha  majetkový podíl (usnesení k Z-817)","35","817","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21649","2","pass","43","3","9","68","55"
"21655","2006-12-21","Návrh přerozdělení účelové neinvestiční dotace ze státního rozpočtu z  Ministerstva kultury určené na Program regenerace městských památkových rezervací a městských památkových zón v roce 2006 (usnesení k Z-791)","36","791","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21655","2","pass","52","0","0","68","52"
"21613","2006-12-21","Návrh na navýšení účelové dotace - grantu divadelnímu spolku Kašpar, o.s., a úpravu rozpočtu kap.0619 (Udělení slova)","37","783","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21613","2","pass","53","0","2","68","55"
"21614","2006-12-21","Návrh na navýšení účelové dotace - grantu divadelnímu spolku Kašpar, o.s., a úpravu rozpočtu kap.0619 (usnesení k Z-783)","37","783","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21614","2","pass","41","0","14","68","55"
"21615","2006-12-21","Usnesení k návrhu na úpravu rozpočtu Dopravního podniku hl.m. Prahy, akciové společnosti v investiční oblasti na rok 2006 (usnesení k Z-802)","38","802","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21615","2","pass","48","2","5","68","55"
"21656","2006-12-21","Návrh na úplatné nabytí pozemků parc.č. 3688/13,14,33,35, 3765/9,10, vše v k.ú. Břevnov z vlastnictví Dopravního podniku hl.m. Prahy, a.s. do vlastnictví hl.m. Prahy za účely stavby č. 7557 Rozšíření vozovky Ankarská (usnesení k Z-826)","39","826","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21656","2","pass","46","0","4","68","50"
"21421","2006-12-21","Návrh na úpravu rozpočtu Dopravního podniku hl.m. Prahy, a.s. na rok 2006 (usnesení k Z-838)","40","838","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21421","2","pass","50","1","4","68","55"
"21671","2006-12-21","Návrh obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy,  kterou se vydává Statut hlavního města Prahy,  ve znění pozdějších předpisů,  v části týkající se svěření správy věcí z vlastnictví hlavního města Prahy městským částem  Praha 9, Praha 15 a Praha - Pet (usnesení k Z-820)","41","820","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21671","2","pass","50","0","0","68","50"
"21672","2006-12-21","Návrh na úplatné nabytí pozemku parc.č. 2066/4 v k.ú. Kbely do vlastnictví hl.m. Prahy (usnesení k Z-754)","42","754","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21672","2","pass","52","0","0","68","52"
"21673","2006-12-21","Návrh na poskytnutí účelové investiční dotace o.s. Agapé a Arcidiecézní charitě na rekonstrukci a rozšíření kapacit azylového zařízení (usnesení k Z-688)","43","688","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21673","2","pass","52","0","0","68","52"
"21710","2007-01-25","3. zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21710","3","pass","58","0","0","69","58"
"21711","2007-01-25","3. zasedání (schválení programu)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21711","3","pass","58","0","0","69","58"
"21712","2007-01-25","3. zasedání (návrhový výbor)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21712","3","pass","60","0","0","69","60"
"21724","2007-01-25","Návrh na stanovení paušální hodinové částky pro poskytování náhrady výdělku ušlého v souvislosti s výkonem funkce neuvolněného člena Zastupitelstva hl. m. Prahy (usnesení k Z-840)","1","840","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21724","3","pass","55","0","2","69","57"
"21713","2007-01-25","K odměnám neuvolněných členů Zastupitelstva hl. m. Prahy (usnesení k Z-871)","2","871","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21713","3","pass","55","1","3","69","59"
"21714","2007-01-25","K volbě přísedících Městského soudu v Praze (usnesení k Z-869)","3","869","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21714","3","pass","59","0","0","69","59"
"21725","2007-01-25","Návrh na výmaz podniku Sběrné suroviny Praha, státní podnik, se sídlem Praha 1, Senovážné nám. 15, IČ : 00063967 z obchodního rejstříku z důvodu ukončení jeho činnosti bez likvidace ke dni 31.1.2007 (usnesení k Z-865)","4","865","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21725","3","pass","59","0","0","69","59"
"21726","2007-01-25","Návrh na úplatné nabytí pozemku parc. č. 167/2 k.ú. Kolovraty do vlastnictví hl.m. Prahy pro realizaci stavby č. 0161 TV Kolovraty, etapa 0005 - Do LipanNávrh na úplatné nabytí pozemku parc. č. 167/2 k.ú. Kolovraty do vlastnictví hl.m. Prahy pro realizaci stavby č. 0161 TV Kolovraty, etapa 0005 - Do (usnesení k Z-708)","5","708","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21726","3","pass","56","0","0","69","56"
"21727","2007-01-25","Návrh na úplatné nabytí části pozemku parc.č.1540 v k. ú.Radotín z vlastnictví Ludvíka Jílka do vlastnictví hl. m. Prahy pro účel realizace stavby č.3082 TV Radotín, etapa 0005 - Radotín západ (usnesení k Z-607)","6","607","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21727","3","pass","54","0","0","69","54"
"21728","2007-01-25","Návrh na zrušení usnesení ZHMP č. 35/38 ze dne 23.2.2006 a k návrhu na úplatné nabytí části pozemku parc. č. 887/1 k.ú. Kolovraty do vlastnictví hl.m. Prahy pro realizaci stavby č. 0161 
TV Kolovraty, etapa 0001 - Kolovraty jihozápad
		 (usnesení k Z-759)","7","759","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21728","3","pass","56","0","0","69","56"
"21729","2007-01-25","Návrh na úplatný převod části pozemku parc. č. 3222/1 a pozemků parc. č. 3222/4, 3222/5, 3222/6, 3222/7, 3222/8, 3222/9, 3222/10, 3222/11, 3222/12, 3222/13, 3222/14, 3228/4 a 3228/5, vše v k. ú. Michle z vlastnictví hl. m. Prahy do vlastnictví společnosti COMMEMAX spol. s r.o., IČ: 615 05 323 (usnesení k Z-488)","8","488","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21729","3","pass","54","0","0","69","54"
"21730","2007-01-25","Návrh na schválení úplatného převodu vlastnictví pozemku č. parc. 2552/36 o výměře 266 m2 v katastrálním území Břevnov, za účelem vytvoření jednoho funkčního celku, z vlastnictví hl.m.Prahy do vlastnictví společnosti KLÍČ INVEST s.r.o. se sídlem Prachatice, Vodňanská 1277 (usnesení k Z-667)","9","667","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21730","3","pass","57","0","0","69","57"
"21731","2007-01-25","Návrh na úplatný převod pozemků  parc.č. 3422/3 o výměře 588 m2, parc.č. 3422/4 o výměře 367 m2, parc.č. 3422/5 o výměře 189 m2, parc.č. 3422/11 o výměře 197 m2, parc.č. 3422/12 o výměře 317 m2 v kat. území Strašnice z vlastnictví hlavního města Prahy do podílového spoluvlastnictví  Janu Formanovi v (usnesení k Z-634)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21731","3","fail","34","10","16","69","60"
"21732","2007-01-25","Návrh na bezúplatné nabytí stavby na pozemku p.č.1226/33 k.ú. Ruzyně z vlastnictví PREdistribuce a.s. se sídlem Praha 5, Svornosti 3199/19a, IČ 27376516, do vlastnictví hlavního města Prahy (usnesení k Z-724)","10","724","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21732","3","pass","59","0","0","69","59"
"21733","2007-01-25","Návrh na bezúplatné nabytí vodojemu na pozemku parc. č. 4244/5, včetně tohoto pozemku, čerpací stanice na pozemku parc. č. 4244/4, technologie a věcí souvisejících, včetně tohoto pozemku a pozemku parc. č. 4244/2, vše v k. ú. Horní Počernice, Praha 9 z vlastnictví České republiky s příslušností hosp (usnesení k Z-864)","11","864","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21733","3","pass","59","0","0","69","59"
"21737","2007-01-25","Ke schválení vyhlášení 2. Výzvy k předkládání akcí v Grantovém schématu II pro poskytování dotací na podporu rozvoje malých a středních podniků pro Cíl 2 regionu soudržnosti Praha a její zveřejnění v regionálním tisku (usnesení k Z-836)","12","836","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21737","3","pass","56","0","0","69","56"
"21738","2007-01-25","Ke schválení vyhlášení 4. Výzvy k předkládání akcí v Grantovém schématu pro poskytování dotací na podporu rozvoje malých a středních podniků pro Cíl 2 regionu soudržnosti Praha a její zveřejnění v regionálním tisku (usnesení k Z-837)","13","837","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=21738","3","pass","56","0","0","69","56"
