id,name,country_code,country,political_group,party
124763,Antanas GUOGA,lt,Lithuania,Group of the Alliance of Liberals and Democrats for Europe,Lietuvos Respublikos liberalų sąjūdis
124991,Jytte GUTELAND,se,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Arbetarepartiet- Socialdemokraterna
103488,Sergio GUTIÉRREZ PRIETO,es,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
23816,András GYÜRK,hu,Hungary,Group of the European People's Party (Christian Democrats),Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96907,Takis HADJIGEORGIOU,cy,Cyprus,Confederal Group of the European United Left - Nordic Green Left,Progressive Party of Working People - Left - New Forces
124727,Jussi HALLA-AHO,fi,Finland,European Conservatives and Reformists Group,Perussuomalaiset
96851,Thomas HÄNDEL,de,Germany,Confederal Group of the European United Left - Nordic Green Left,DIE LINKE.
4555,Daniel HANNAN,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
28116,Marian HARKIN,ie,Ireland,Group of the Alliance of Liberals and Democrats for Europe,Independent
28233,Rebecca HARMS,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
96752,Martin HÄUSLING,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
2054,Heidi HAUTALA,fi,Finland,Group of the Greens/European Free Alliance,Vihreä liitto
118658,Brian HAYES,ie,Ireland,Group of the European People's Party (Christian Democrats),Fine Gael Party
125023,Anja HAZEKAMP,nl,Netherlands,Confederal Group of the European United Left - Nordic Green Left,Partij voor de Dieren
28131,Anna HEDH,se,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Arbetarepartiet- Socialdemokraterna
4516,Roger HELMER,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
124823,Hans-Olaf HENKEL,de,Germany,European Conservatives and Reformists Group,Allianz für Fortschritt und Aufbruch
22418,Esther HERRANZ GARCÍA,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
124895,Krzysztof HETMAN,pl,Poland,Group of the European People's Party (Christian Democrats),Polskie Stronnictwo Ludowe
124848,Maria HEUBUCH,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
135540,Czesław HOC,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
124841,Iris HOFFMANN,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
96780,Monika HOHLMEIER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.
28124,Gunnar HÖKMARK,se,Sweden,Group of the European People's Party (Christian Democrats),Moderaterna
124715,György HÖLVÉNYI,hu,Hungary,Group of the European People's Party (Christian Democrats),Kereszténydemokrata Néppárt
5846,Mary HONEYBALL,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
124957,Mike HOOKEM,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
5565,Brice HORTEFEUX,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
2073,Richard HOWITT,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
96779,Danuta Maria HÜBNER,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
2338,Ian HUDGHTON,uk,United Kingdom,Group of the Greens/European Free Alliance,Scottish National Party
58789,Jan HUITEMA,nl,Netherlands,Group of the Alliance of Liberals and Democrats for Europe,Volkspartij voor Vrijheid en Democratie
34249,Filiz HYUSMENOVA,bg,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe,Movement for Rights and Freedoms
28266,Sophia in 't VELD,nl,Netherlands,Group of the Alliance of Liberals and Democrats for Europe,Democraten 66
38605,Iliana IOTOVA,bg,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
28398,Carlos ITURGAIZ,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
96857,Cătălin Sorin IVAN,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
124886,Robert Jarosław IWASZKIEWICZ,pl,Poland,Europe of Freedom and Direct Democracy Group,KORWiN
96684,Liisa JAAKONSAARI,fi,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti
28314,Anneli JÄÄTTEENMÄKI,fi,Finland,Group of the Alliance of Liberals and Democrats for Europe,Suomen Keskusta
96740,Yannick JADOT,fr,France,Group of the Greens/European Free Alliance,Europe Écologie
96772,Peter JAHR,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124754,Ivan JAKOVČIĆ,hr,Croatia,Group of the Alliance of Liberals and Democrats for Europe,Istarski demokratski sabor - Dieta democratica istriana
124770,Jean-François JALKH,fr,France,Europe of Nations and Freedom Group,Front national
124939,Diane JAMES,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
97078,Ramón JÁUREGUI ATONDO,es,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
124721,Benedek JÁVOR,hu,Hungary,Group of the Greens/European Free Alliance,Együtt 2014 - Párbeszéd Magyarországért
96781,Danuta JAZŁOWIECKA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124707,Petr JEŽEK,cz,Czech Republic,Group of the Alliance of Liberals and Democrats for Europe,ANO 2011
96806,Teresa JIMÉNEZ-BECERRIL BARRIO,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
96883,Eva JOLY,fr,France,Group of the Greens/European Free Alliance,Europe Écologie
96748,Dennis de JONG,nl,Netherlands,Confederal Group of the European United Left - Nordic Green Left,Socialistische Partij
125021,Agnes JONGERIUS,nl,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
124728,Marc JOULAUD,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
125051,Josu JUARISTI ABAUNZ,es,Spain,Confederal Group of the European United Left - Nordic Green Left,EH BILDU
124892,Marek JUREK,pl,Poland,European Conservatives and Reformists Group,Prawica Rzeczypospolitej
96884,Philippe JUVIN,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
97014,Karin KADENBACH,at,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
125109,Eva KAILI,el,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Panhellenic Socialist Movement - Olive Tree
96771,Jarosław KALINOWSKI,pl,Poland,Group of the European People's Party (Christian Democrats),Polskie Stronnictwo Ludowe
124697,Kaja KALLAS,ee,Estonia,Group of the Alliance of Liberals and Democrats for Europe,Eesti Reformierakond
96934,Sandra KALNIETE,lv,Latvia,Group of the European People's Party (Christian Democrats),"Partija ""VIENOTĪBA"""
33569,Syed KAMALL,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
96837,Petra KAMMEREVERT,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
125024,Barbara KAPPEL,at,Austria,Europe of Nations and Freedom Group,Freiheitliche Partei Österreichs
4246,Othmar KARAS,at,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
122885,Rina Ronja KARI,dk,Denmark,Confederal Group of the European United Left - Nordic Green Left,Folkebevægelsen mod EU
28481,Sajjad KARIM,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
96901,Krišjānis KARIŅŠ,lv,Latvia,Group of the European People's Party (Christian Democrats),"Partija ""VIENOTĪBA"""
124876,Rikke KARLSSON,dk,Denmark,European Conservatives and Reformists Group,Independent
124887,Karol KARSKI,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
1849,Sylvia-Yvonne KAUFMANN,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
125068,Manolis KEFALOGIANNIS,el,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
28424,Tunne KELAM,ee,Estonia,Group of the European People's Party (Christian Democrats),Erakond Isamaa ja Res Publica Liit
124695,Jan KELLER,cz,Czech Republic,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Česká strana sociálně demokratická
96734,Ska KELLER,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
96668,Seán KELLY,ie,Ireland,Group of the European People's Party (Christian Democrats),Fine Gael Party
124962,Afzal KHAN,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
4542,Timothy KIRKHOPE,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
124953,Jude KIRTON-DARLING,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
135541,Sławomir KŁOSOWSKI,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
1852,Dieter-Lebrecht KOCH,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124870,Jeppe KOFOD,dk,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialdemokratiet
28331,Jaromír KOHLÍČEK,cz,Czech Republic,Confederal Group of the European United Left - Nordic Green Left,Komunistická strana Čech a Moravy
124824,Bernd KÖLMEL,de,Germany,European Conservatives and Reformists Group,Allianz für Fortschritt und Aufbruch
23699,Kateřina KONEČNÁ,cz,Czech Republic,Confederal Group of the European United Left - Nordic Green Left,Komunistická strana Čech a Moravy
124879,Janusz KORWIN-MIKKE,pl,Poland,Non-attached Members,KORWiN
96829,Ádám KÓSA,hu,Hungary,Group of the European People's Party (Christian Democrats),Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
124822,Dietmar KÖSTER,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
96882,Elisabeth KÖSTINGER,at,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
130833,Stelios KOULOGLOU,el,Greece,Confederal Group of the European United Left - Nordic Green Left,Coalition of the Radical Left
102887,Béla KOVÁCS,hu,Hungary,Non-attached Members,Jobbik Magyarországért Mozgalom
97968,Andrey KOVATCHEV,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
124889,Agnieszka KOZŁOWSKA-RAJEWICZ,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124891,Zdzisław KRASNODĘBSKI,pl,Poland,European Conservatives and Reformists Group,Bezpartyjny
1854,Constanze KREHL,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
28284,Barbara KUDRYCKA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
96767,Werner KUHN,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
96651,Eduard KUKAN,sk,Slovakia,Group of the European People's Party (Christian Democrats),Slovenská demokratická a kresťanská únia - Demokratická strana
124735,Miapetra KUMPULA-NATRI,fi,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti
125092,Kostadinka KUNEVA,el,Greece,Confederal Group of the European United Left - Nordic Green Left,Coalition of the Radical Left
28389,Zbigniew KUŹMIUK,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
124801,Kashetu KYENGE,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124736,Merja KYLLÖNEN,fi,Finland,Confederal Group of the European United Left - Nordic Green Left,Vasemmistoliitto
125113,Miltiadis KYRKOS,el,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,The River
125063,Georgios KYRTSOS,el,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
124866,Ilhan KYUCHYUK,bg,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe,Movement for Rights and Freedoms
1204,Alain LAMASSOURE,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
4531,Jean LAMBERT,uk,United Kingdom,Group of the Greens/European Free Alliance,Green Party
96648,Philippe LAMBERTS,be,Belgium,Group of the Greens/European Free Alliance,Ecologistes Confédérés pour l'Organisation de Luttes Originales
28242,Alexander Graf LAMBSDORFF,de,Germany,Group of the Alliance of Liberals and Democrats for Europe,Freie Demokratische Partei
124759,Gabrielius LANDSBERGIS,lt,Lithuania,Group of the European People's Party (Christian Democrats),Tėvynės sąjunga-Lietuvos krikščionys demokratai
1909,Bernd LANGE,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
38398,Esther de LANGE,nl,Netherlands,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl
1928,Werner LANGEN,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124698,Marju LAURISTIN,ee,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sotsiaaldemokraatlik Erakond
96816,Giovanni LA VIA,it,Italy,Group of the European People's Party (Christian Democrats),Nuovo Centrodestra - Unione di Centro
124731,Jérôme LAVRILLEUX,fr,France,Group of the European People's Party (Christian Democrats),-
124738,Gilles LEBRETON,fr,France,Europe of Nations and Freedom Group,Front national/ Rassemblement Bleu Marine
101580,Constance LE GRIP,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
96796,Ryszard Antoni LEGUTKO,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
96735,Patrick LE HYARIC,fr,France,Confederal Group of the European United Left - Nordic Green Left,Front de Gauche
4262,Jo LEINEN,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
95074,Jeroen LENAERS,nl,Netherlands,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl
1023,Jean-Marie LE PEN,fr,France,Non-attached Members,Front national
28210,Marine LE PEN,fr,France,Europe of Nations and Freedom Group,Front national
23781,Janusz LEWANDOWSKI,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124943,Andrew LEWER,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
23768,Bogusław LIBERADZKI,pl,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sojusz Lewicy Demokratycznej
1927,Peter LIESE,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124839,Arne LIETZ,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124808,Norbert LINS,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
96728,Barbara LOCHBIHLER,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
125684,Philippe LOISEAU,fr,France,Europe of Nations and Freedom Group,Front national
96709,Morten LØKKEGAARD,dk,Denmark,Group of the Alliance of Liberals and Democrats for Europe,"Venstre, Danmarks Liberale Parti"
128717,Sander LOONES,be,Belgium,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie
96765,Verónica LOPE FONTAGNÉ,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
125042,Javi LÓPEZ,es,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partit dels Socialistes de Catalunya
96812,Juan Fernando LÓPEZ AGUILAR,es,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
125047,Paloma LÓPEZ BERMEJO,es,Spain,Confederal Group of the European United Left - Nordic Green Left,Izquierda Unida
28399,Antonio LÓPEZ-ISTÚRIZ WHITE,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
96854,Sabine LÖSING,de,Germany,Confederal Group of the European United Left - Nordic Green Left,DIE LINKE.
124820,Bernd LUCKE,de,Germany,European Conservatives and Reformists Group,Allianz für Fortschritt und Aufbruch
96673,Olle LUDVIGSSON,se,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Arbetarepartiet- Socialdemokraterna
96791,Elżbieta Katarzyna ŁUKACIJEWSKA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
97017,Ulrike LUNACEK,at,Austria,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative
124996,Peter LUNDGREN,se,Sweden,Europe of Freedom and Direct Democracy Group,Sverigedemokraterna
124883,Krystyna ŁYBACKA,pl,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sojusz Lewicy Demokratycznej
124806,David McALLISTER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
2327,Linda McAVAN,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
96919,Emma McCLARKIN,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
28115,Mairead McGUINNESS,ie,Ireland,Group of the European People's Party (Christian Democrats),Fine Gael Party
84175,Petr MACH,cz,Czech Republic,Europe of Freedom and Direct Democracy Group,Strana svobodných občanů
111011,Anthea McINTYRE,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
96824,Monica MACOVEI,ro,Romania,European Conservatives and Reformists Group,Independent
97513,Vicky MAEIJER,nl,Netherlands,Europe of Nations and Freedom Group,Partij voor de Vrijheid
119436,Ivana MALETIĆ,hr,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
111027,Svetoslav Hristov MALINOV,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Democrats for Strong Bulgaria
125192,Curzio MALTESE,it,Italy,Confederal Group of the European United Left - Nordic Green Left,Lista Tsipras-L'Altra Europa
124746,Andrejs MAMIKINS,lv,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"""Saskaņa"" sociāldemokrātiskā partija"
39717,Ramona Nicole MĂNESCU,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
28192,Vladimír MAŇKA,sk,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,SMER-Sociálna demokracia
1922,Thomas MANN,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124725,Louis-Joseph MANSCOUR,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
124933,Ernest MARAGALL,es,Spain,Group of the Greens/European Free Alliance,Nova Esquerra Catalana
125069,Notis MARIAS,el,Greece,European Conservatives and Reformists Group,Independent
33982,Marian-Jean MARINESCU,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
124742,António MARINHO E PINTO,pt,Portugal,Group of the Alliance of Liberals and Democrats for Europe,Partido Democrático Republicano
1403,David MARTIN,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
124751,Dominique MARTIN,fr,France,Europe of Nations and Freedom Group,Front national
124947,Edouard MARTIN,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
124828,Fulvio MARTUSCIELLO,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
124894,Michał MARUSIK,pl,Poland,Europe of Nations and Freedom Group,Kongres Nowej Prawicy
23704,Jiří MAŠTÁLKA,cz,Czech Republic,Confederal Group of the European United Left - Nordic Green Left,Komunistická strana Čech a Moravy
96813,Barbara MATERA,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
96820,Marisa MATIAS,pt,Portugal,Confederal Group of the European United Left - Nordic Green Left,Bloco de Esquerda
96936,Gabriel MATO,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
133326,Stefano MAULLU,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
24505,Emmanuel MAUREL,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
124691,Costas MAVRIDES,cy,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Democratic Party
38511,Georg MAYER,at,Austria,Europe of Nations and Freedom Group,Freiheitliche Partei Österreichs
124768,Valentinas MAZURONIS,lt,Lithuania,Group of the Alliance of Liberals and Democrats for Europe,Darbo partija
96870,Gesine MEISSNER,de,Germany,Group of the Alliance of Liberals and Democrats for Europe,Freie Demokratische Partei
96742,Jean-Luc MÉLENCHON,fr,France,Confederal Group of the European United Left - Nordic Green Left,Front de Gauche
124765,Joëlle MÉLIN,fr,France,Europe of Nations and Freedom Group,Front national
124838,Susanne MELIOR,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
96978,Nuno MELO,pt,Portugal,Group of the European People's Party (Christian Democrats),Partido Popular
96663,Morten MESSERSCHMIDT,dk,Denmark,European Conservatives and Reformists Group,Dansk Folkeparti
124720,Tamás MESZERICS,hu,Hungary,Group of the Greens/European Free Alliance,Lehet Más A Politika
118859,Roberta METSOLA,mt,Malta,Group of the European People's Party (Christian Democrats),Partit Nazzjonalista
96670,Louis MICHEL,be,Belgium,Group of the Alliance of Liberals and Democrats for Europe,Mouvement Réformateur
120478,Martina MICHELS,de,Germany,Confederal Group of the European United Left - Nordic Green Left,DIE LINKE.
125128,Iskra MIHAYLOVA,bg,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe,Movement for Rights and Freedoms
28178,Miroslav MIKOLÁŠIK,sk,Slovakia,Group of the European People's Party (Christian Democrats),Kresťanskodemokratické hnutie
28400,Francisco José MILLÁN MON,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
125022,Matthijs van MILTENBURG,nl,Netherlands,Group of the Alliance of Liberals and Democrats for Europe,Democraten 66
125037,Anne-Marie MINEUR,nl,Netherlands,Confederal Group of the European United Left - Nordic Green Left,Socialistische Partij
118858,Marlene MIZZI,mt,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partit Laburista
125026,Angelika MLINAR,at,Austria,Group of the Alliance of Liberals and Democrats for Europe,NEOS – Das Neue Österreich
124859,Giulia MOI,it,Italy,Europe of Freedom and Direct Democracy Group,Movimento 5 Stelle
124789,Sorin MOISĂ,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
124722,Csaba MOLNÁR,hu,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Demokratikus Koalíció
124761,Bernard MONOT,fr,France,Europe of Nations and Freedom Group,Front national
124734,Cláudia MONTEIRO DE AGUIAR,pt,Portugal,Group of the European People's Party (Christian Democrats),Partido Social Democrata
124769,Sophie MONTEL,fr,France,Europe of Nations and Freedom Group,Front national
124944,Clare MOODY,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
4519,Claude MORAES,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
72779,Nadine MORANO,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
124788,Luigi MORGANO,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
38596,Elisabeth MORIN-CHARTIER,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
96661,Krisztina MORVAI,hu,Hungary,Non-attached Members,Jobbik Magyarországért Mozgalom
124868,Alessia Maria MOSCA,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124862,Ulrike MÜLLER,de,Germany,Group of the Alliance of Liberals and Democrats for Europe,Freie Wähler
124802,Siegfried MUREŞAN,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Mișcarea Populară
124729,Renaud MUSELIER,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
28429,Alessandra MUSSOLINI,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
124926,József NAGY,sk,Slovakia,Group of the European People's Party (Christian Democrats),MOST - HÍD
125005,Javier NART,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,Ciudadanos – Partido de la Ciudadanía
88882,Victor NEGRESCU,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
125013,Momchil NEKOV,bg,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
96844,Norbert NEUSER,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124784,Dan NICA,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
1318,James NICHOLSON,uk,United Kingdom,European Conservatives and Reformists Group,Ulster Unionist Party
96825,Norica NICOLAI,ro,Romania,Group of the Alliance of Liberals and Democrats for Europe,Independent
4289,Angelika NIEBLER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.
124701,Luděk NIEDERMAYER,cz,Czech Republic,Group of the European People's Party (Christian Democrats),TOP 09 a Starostové
124723,Péter NIEDERMÜLLER,hu,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Demokratikus Koalíció
125019,Cora van NIEUWENHUIZEN,nl,Netherlands,Group of the Alliance of Liberals and Democrats for Europe,Volkspartij voor Vrijheid en Democratie
111024,Jens NILSSON,se,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Arbetarepartiet- Socialdemokraterna
124987,Liadh NÍ RIADA,ie,Ireland,Confederal Group of the European United Left - Nordic Green Left,Sinn Féin
28165,Lambert van NISTELROOIJ,nl,Netherlands,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl
124836,Maria NOICHL,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
107212,Andrey NOVAKOV,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
96805,Paul NUTTALL,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
96981,Franz OBERMAYR,at,Austria,Europe of Nations and Freedom Group,Freiheitliche Partei Österreichs
124940,Patrick O'FLYNN,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
28288,Jan OLBRYCHT,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
30482,Younous OMARJEE,fr,France,Confederal Group of the European United Left - Nordic Green Left,L'union pour les Outremer
124897,Stanisław OŻÓG,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
124743,Artis PABRIKS,lv,Latvia,Group of the European People's Party (Christian Democrats),"Partija ""VIENOTĪBA"""
129073,Urmas PAET,ee,Estonia,Group of the Alliance of Liberals and Democrats for Europe,Eesti Reformierakond
125038,Maite PAGAZAURTUNDÚA RUIZ,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,"Unión, Progreso y Democracia"
96694,Rolandas PAKSAS,lt,Lithuania,Europe of Freedom and Direct Democracy Group,Partija Tvarka ir teisingumas
28365,Pier Antonio PANZERI,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124849,Massimo PAOLUCCI,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124692,Demetris PAPADAKIS,cy,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Movement for Social Democracy EDEK
125093,Konstantinos PAPADAKIS,el,Greece,Non-attached Members,Communist Party of Greece
28586,Dimitrios PAPADIMOULIS,el,Greece,Confederal Group of the European United Left - Nordic Green Left,Coalition of the Radical Left
96948,Gilles PARGNEAUX,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
124945,Margot PARKER,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
